"5","Abaffy","Abaffy"
"5","Abass","Abassi"
"5","Abazid","Abazide"
"5","Abdulla","Abdullo"
"5","Abdullin","Abdulline"
"5","Abdurahmanov","Abdurahmanove"
"5","Abdužalilov","Abdužalilove"
"5","Abrahamovič","Abrahamoviči"
"5","Abramchuk","Abramchuku"
"5","Adamojurka","Adamojurko"
"5","Adamy","Adamy"
"5","Addar","Addare"
"5","Adigamov","Adigamove"
"5","Adjal","Adjale"
"5","Adjei","Adjei"
"5","Aerts","Aertsi"
"5","Afanasiev","Afanasieve"
"5","Afonin","Afonine"
"5","Agac","Agaci"
"5","Agai","Agai"
"5","Agarkov","Agarkove"
"5","Agasarjan","Agasarjane"
"5","Agnew","Agnewe"
"5","Agosta","Agosto"
"5","Agoszta","Agoszto"
"5","Aharonyan","Aharonyane"
"5","Ahn","Ahne"
"5","Ahrens","Ahrensi"
"5","Achatz","Achatzi"
"5","Achour","Achoure"
"5","Aigbe","Aigbe"
"5","Aigl","Aigle"
"5","Ain","Aine"
"5","Ajib","Ajibe"
"5","Akak","Akaku"
"5","Albahri","Albahri"
"5","Albičuk","Albičuku"
"5","Albini","Albini"
"5","Alders","Aldersi"
"5","Alekozai","Alekozai"
"5","Aleksiy","Aleksiyi"
"5","Alexandru","Alexandru"
"5","Alexejev","Alexejeve"
"5","Alexiev","Alexieve"
"5","Alfonso","Alfonso"
"5","Alföldy","Alföldy"
"5","Allram","Allrame"
"5","Almášy","Almášy"
"5","Almutairi","Almutairi"
"5","Alves","Alvesi"
"5","Alyeksyeyev","Alyeksyeyeve"
"5","Aľušík","Aľušíku"
"5","Amara","Amaro"
"5","Amarjargal","Amarjargale"
"5","Ambrozik","Ambroziku"
"5","Ambrozyak","Ambrozyaku"
"5","Ambrúž","Ambrúži"
"5","Amer","Amere"
"5","Amet","Amete"
"5","Amsler","Amslere"
"5","An","Ane"
"5","Anand","Anande"
"5","Ananyan","Ananyane"
"5","Ananyev","Ananyeve"
"5","Anastasovský","Anastasovský"
"5","Andacký","Andacký"
"5","Andera","Andero"
"5","Andersz","Anderszi"
"5","Andreánsky","Andreánsky"
"5","Andrejków","Andrejkówe"
"5","Andrenko","Andrenko"
"5","Andreš","Andreši"
"5","Andrée","Andrée"
"5","Andrések","Andrésku"
"5","Andrik","Andriku"
"5","Andrlíček","Andrlíčku"
"5","Androník","Androníku"
"5","Andrunevchyn","Andrunevchyne"
"5","Andrushchenko","Andrushchenko"
"5","Andrzejak","Andrzejaku"
"5","Andrzejewski","Andrzejewski"
"5","Andziol","Andziole"
"5","Anekwe","Anekwe"
"5","Anestis","Anestisi"
"5","Ang","Angu"
"5","Anghel","Angheli:Anghele"
"5","Annamichl","Annamichle"
"5","Anndreev","Anndreeve"
"5","Annuš","Annuši"
"5","Anofrei","Anofrei"
"5","Anšlág","Anšlágu"
"5","Antczak","Antczaku"
"5","Antoljak","Antoljaku"
"5","Antonenko","Antonenko"
"5","Antoniszyn","Antoniszyne"
"5","Antonovici","Antonovici"
"5","Antos","Antosi"
"5","Antosch","Antoschi"
"5","Antosyak","Antosyaku"
"5","Antošek","Antošku"
"5","Antoušek","Antoušku"
"5","Antožy","Antožy"
"5","Antůšek","Antůšku"
"5","Anyaegbunam","Anyaegbuname"
"5","Aoki","Aoki"
"5","Aouf","Aoufe"
"5","Apollonin","Apollonine"
"5","Apostolidis","Apostolidisi"
"5","Aquino","Aquino"
"5","Arai","Arai"
"5","Arakelov","Arakelove"
"5","Aranyosi","Aranyosi"
"5","Arapov","Arapove"
"5","Arce","Arce"
"5","Ardan","Ardane"
"5","Ardon","Ardone"
"5","Arely","Arely"
"5","Arendacký","Arendacký"
"5","Arenštein","Arenšteine"
"5","Argirovský","Argirovský"
"5","Argmann","Argmanne"
"5","Archontidis","Archontidisi"
"5","Arias","Ariasi"
"5","Arif","Arife"
"5","Arifi","Arifi"
"5","Arichtev","Arichteve"
"5","Arnhold","Arnholde"
"5","Arsenii","Arsenii"
"5","Arslanian","Arslaniane"
"5","Aršakjan","Aršakjane"
"5","Artemov","Artemove"
"5","Arustamyan","Arustamyane"
"5","Arzberger","Arzbergere"
"5","Asadov","Asadove"
"5","Asim","Asime"
"5","Askarov","Askarove"
"5","Askhabov","Askhabove"
"5","Ast","Aste"
"5","Astamirov","Astamirove"
"5","Astrab","Astrabe"
"5","Atanassov","Atanassove"
"5","Atkins","Atkinsi"
"5","Atlas","Atlasi"
"5","Attak","Attaku"
"5","Attel","Atteli:Attele"
"5","Au","Au"
"5","Aulehle","Aulehle"
"5","Aussenberg","Aussenbergu"
"5","Austera","Austero"
"5","Avdič","Avdiči"
"5","Avkovský","Avkovský"
"5","Awwad","Awwade"
"5","Ay","Ay"
"5","Ayari","Ayari"
"5","Ayoub","Ayoube"
"5","Ayvazyan","Ayvazyane"
"5","Árpa","Árpo"
"5","Baán","Baáne"
"5","Babajan","Babajane"
"5","Babik","Babiku"
"5","Babilya","Babilyo"
"5","Babinchuk","Babinchuku"
"5","Babita","Babito"
"5","Babkin","Babkine"
"5","Babyč","Babyči"
"5","Babynyuk","Babynyuku"
"5","Babyšta","Babyšto"
"5","Baciak","Baciaku"
"5","Bačgoň","Bačgoni"
"5","Bačkai","Bačkai"
"5","Badanovič","Badanoviči"
"5","Badálek","Badálku"
"5","Badyk","Badyku"
"5","Bae","Bae"
"5","Baffy","Baffy"
"5","Bagín","Bagíne"
"5","Bahbouh","Bahbouhu"
"5","Bahjat","Bahjate"
"5","Bahrij","Bahriji"
"5","Bachara","Bacharo"
"5","Bachtin","Bachtine"
"5","Bachurek","Bachurku"
"5","Baibl","Baible"
"5","Bajak","Bajaku"
"5","Bajana","Bajano"
"5","Bajgr","Bajgře:Bajgre"
"5","Bajkinič","Bajkiniči"
"5","Bajramović","Bajramoviće"
"5","Bajrič","Bajriči"
"5","Bakhur","Bakhure"
"5","Bakker","Bakkere"
"5","Bakončík","Bakončíku"
"5","Bakulár","Bakuláre"
"5","Balabuch","Balabuchu"
"5","Balážec","Balážče"
"5","Balcr","Balcře:Balcre"
"5","Baldauf","Baldaufe"
"5","Baldé","Baldé"
"5","Baldyňák","Baldyňáku"
"5","Baldýnský","Baldýnský"
"5","Balenčin","Balenčine"
"5","Baliamis","Baliamisi"
"5","Baliev","Balieve"
"5","Balin","Baline"
"5","Balk","Balku"
"5","Balkó","Balkó"
"5","Ballnér","Ballnére"
"5","Balmberger","Balmbergere"
"5","Baloha","Baloho"
"5","Baltaretu","Baltaretu"
"5","Baltas","Baltasi"
"5","Baľo","Baľo"
"5","Bamboschek","Bamboschku"
"5","Bambuškar","Bambuškare"
"5","Banasiewicz","Banasiewiczi"
"5","Bančovski","Bančovski"
"5","Bandarica","Bandarico"
"5","Bandyk","Bandyku"
"5","Baniar","Baniare"
"5","Banks","Banksi"
"5","Banovič","Banoviči"
"5","Banský","Banský"
"5","Banyász","Banyászi"
"5","Barabaš","Barabaši"
"5","Baracskai","Baracskai"
"5","Baranets","Baranetsi"
"5","Baranski","Baranski"
"5","Baranský","Baranský"
"5","Baraš","Baraši"
"5","Baratka","Baratko"
"5","Baránka","Baránko"
"5","Barbarič","Barbariči"
"5","Barbírik","Barbíriku"
"5","Barboriak","Barboriaku"
"5","Barbos","Barbosi"
"5","Barbuščák","Barbuščáku"
"5","Barbušin","Barbušine"
"5","Barci","Barci"
"5","Barciaga","Barciago"
"5","Barczik","Barcziku"
"5","Barčin","Barčine"
"5","Bardak","Bardaku"
"5","Bardarov","Bardarove"
"5","Bardiovský","Bardiovský"
"5","Bardisal","Bardisale"
"5","Barchuk","Barchuku"
"5","Barkov","Barkove"
"5","Barnawi","Barnawi"
"5","Barnek","Barnku"
"5","Barník","Barníku"
"5","Baroniak","Baroniaku"
"5","Barrij","Barriji"
"5","Barsan","Barsane"
"5","Barshchyk","Barshchyku"
